Representation,Number Of Cities,Population Size,Child Population Size,Generation Gap,Mutation Rate,Algorithm,Selection,Termination,City Coordinates,Original Solution,Final Solution,Algorithm Efficiency,Checked
Pa,70,25000,30,20,0,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(585, 30), (656, 954), (984, 976), (286, 338), (809, 53), (450, 469), (697, 251), (664, 327), (187, 464), (202, 590), (716, 410), (185, 350), (549, 566), (258, 956), (526, 519), (88, 156), (189, 451), (442, 585), (609, 981), (173, 28), (715, 797), (808, 12), (8, 224), (647, 452), (406, 267), (898, 352), (97, 707), (803, 900), (748, 252), (965, 501), (177, 904), (865, 330), (901, 322), (682, 801), (777, 306), (28, 397), (65, 689), (493, 902), (445, 785), (849, 115), (567, 589), (252, 93), (545, 926), (729, 863), (325, 25), (41, 859), (999, 707), (685, 613), (331, 636), (656, 477), (603, 957), (435, 924), (850, 136), (763, 700), (285, 320), (345, 169), (369, 522), (90, 83), (113, 349), (939, 247), (685, 787), (990, 588), (833, 120), (671, 958), (785, 883), (762, 321), (66, 314), (421, 595), (730, 63), (691, 250)]","[13, 57, 37, 23, 33, 66, 21, 48, 43, 2, 11, 44, 32, 15, 41, 40, 5, 65, 38, 59, 17, 10, 31, 14, 51, 61, 12, 42, 18, 28, 8, 16, 68, 35, 60, 70, 69, 1, 24, 56, 29, 6, 20, 30, 47, 58, 64, 19, 54, 52, 34, 62, 27, 26, 50, 36, 4, 45, 7, 46, 3, 55, 22, 63, 53, 25, 67, 9, 49, 39, 13]","[9, 17, 4, 55, 12, 59, 36, 67, 23, 16, 58, 20, 42, 45, 56, 25, 1, 69, 22, 5, 63, 40, 53, 60, 33, 26, 32, 35, 66, 29, 7, 70, 8, 24, 50, 11, 30, 62, 47, 3, 28, 65, 54, 48, 41, 13, 15, 6, 57, 18, 68, 49, 39, 43, 51, 19, 2, 64, 44, 21, 61, 34, 38, 52, 14, 31, 46, 37, 27, 10, 9]",336,TRUE
Pa,70,25000,30,20,0.01,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(118, 712), (934, 75), (938, 719), (466, 186), (300, 238), (362, 678), (11, 89), (432, 40), (174, 743), (772, 509), (471, 670), (364, 892), (693, 217), (705, 664), (526, 508), (541, 124), (456, 384), (140, 468), (495, 887), (15, 274), (649, 413), (215, 109), (143, 22), (482, 574), (847, 881), (391, 679), (610, 864), (343, 443), (149, 837), (58, 458), (14, 720), (622, 913), (513, 612), (355, 866), (293, 129), (526, 344), (800, 137), (780, 327), (134, 587), (419, 568), (538, 982), (647, 810), (136, 772), (363, 845), (886, 727), (266, 236), (503, 458), (205, 552), (117, 57), (147, 379), (58, 976), (478, 690), (41, 269), (983, 694), (266, 340), (858, 46), (244, 76), (35, 649), (814, 557), (70, 979), (120, 155), (796, 388), (27, 520), (496, 483), (530, 612), (906, 216), (778, 952), (94, 261), (576, 962), (419, 325)]","[9, 6, 64, 18, 60, 42, 34, 56, 51, 29, 19, 32, 39, 57, 63, 58, 5, 52, 44, 43, 8, 21, 24, 31, 53, 26, 67, 66, 13, 16, 70, 46, 35, 28, 17, 7, 40, 11, 54, 59, 55, 49, 37, 62, 33, 61, 45, 3, 23, 22, 4, 38, 12, 50, 20, 30, 47, 68, 2, 14, 27, 69, 41, 65, 10, 25, 48, 1, 36, 15, 9]","[44, 34, 12, 19, 41, 69, 32, 27, 42, 67, 25, 45, 3, 54, 59, 10, 14, 52, 11, 65, 33, 24, 64, 47, 28, 40, 15, 21, 62, 38, 66, 2, 56, 37, 13, 16, 8, 4, 36, 17, 70, 55, 46, 5, 35, 57, 22, 23, 49, 7, 61, 68, 53, 20, 50, 30, 63, 18, 48, 39, 58, 31, 60, 51, 29, 43, 1, 9, 6, 26, 44]",296,TRUE
Pa,70,25000,30,20,0.001,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(101, 539), (88, 404), (837, 832), (805, 770), (997, 424), (583, 834), (388, 255), (205, 768), (749, 375), (51, 950), (257, 842), (128, 180), (637, 407), (164, 944), (814, 133), (592, 889), (777, 783), (237, 240), (119, 496), (112, 236), (570, 442), (734, 348), (719, 231), (92, 983), (409, 210), (486, 350), (457, 416), (40, 152), (862, 270), (88, 127), (804, 158), (999, 570), (890, 648), (893, 357), (670, 651), (413, 420), (624, 833), (438, 514), (927, 127), (51, 739), (202, 677), (765, 465), (911, 689), (174, 118), (416, 98), (780, 73), (852, 776), (213, 435), (485, 532), (1, 981), (726, 181), (989, 776), (383, 160), (161, 655), (809, 973), (999, 53), (437, 47), (60, 615), (598, 576), (46, 874), (455, 358), (173, 442), (841, 873), (903, 43), (158, 217), (548, 472), (405, 902), (83, 196), (107, 72), (53, 898)]","[4, 19, 55, 67, 47, 26, 57, 15, 58, 60, 22, 64, 5, 14, 36, 49, 38, 66, 13, 48, 40, 24, 54, 8, 65, 27, 18, 62, 29, 39, 61, 70, 2, 53, 7, 59, 17, 68, 63, 43, 23, 56, 46, 33, 44, 12, 69, 6, 34, 31, 51, 1, 10, 9, 32, 50, 20, 28, 30, 25, 45, 16, 37, 52, 42, 41, 11, 35, 21, 3, 4]","[7, 25, 53, 45, 57, 18, 20, 68, 28, 30, 69, 44, 12, 65, 2, 48, 62, 19, 1, 58, 54, 41, 8, 40, 60, 70, 10, 50, 24, 14, 11, 67, 16, 6, 37, 49, 38, 36, 27, 61, 26, 66, 21, 13, 42, 9, 22, 23, 51, 46, 31, 15, 64, 56, 39, 29, 34, 5, 32, 33, 43, 52, 47, 4, 17, 3, 63, 55, 35, 59, 7]",327,TRUE
Pa,20,5000,50,5,0.01,RoMPPaDiPaCo20,"['Ro', None]","['Co', 50]","[(649, 213), (758, 399), (928, 798), (925, 503), (830, 51), (918, 224), (981, 592), (399, 135), (686, 242), (980, 934), (520, 516), (729, 325), (766, 230), (647, 115), (50, 381), (581, 272), (688, 466), (420, 776), (853, 154), (200, 288)]","[1, 13, 19, 3, 10, 7, 16, 14, 2, 11, 18, 20, 15, 8, 9, 17, 12, 4, 5, 6, 1]","[8, 20, 15, 11, 18, 10, 3, 7, 4, 17, 2, 12, 13, 6, 19, 5, 14, 1, 9, 16, 8]",55,TRUE
Pa,50,5000,50,5,0.01,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(68, 712), (704, 332), (819, 169), (590, 383), (14, 867), (609, 389), (3, 101), (452, 50), (680, 715), (369, 410), (43, 692), (301, 707), (948, 890), (89, 354), (406, 469), (795, 982), (30, 51), (612, 288), (842, 811), (805, 355), (103, 405), (554, 638), (842, 114), (222, 811), (983, 857), (105, 825), (36, 478), (123, 361), (432, 239), (541, 443), (690, 174), (949, 712), (849, 579), (654, 586), (262, 710), (984, 961), (515, 979), (367, 341), (268, 772), (735, 299), (263, 725), (159, 802), (989, 120), (312, 738), (508, 998), (311, 978), (30, 264), (876, 732), (363, 805), (557, 976)]","[2, 10, 38, 15, 31, 4, 50, 13, 29, 7, 8, 35, 12, 28, 26, 5, 39, 32, 19, 9, 23, 11, 30, 14, 37, 33, 3, 43, 36, 48, 25, 21, 41, 18, 24, 22, 6, 46, 44, 34, 17, 47, 42, 1, 27, 40, 20, 49, 45, 16, 2]","[10, 38, 29, 8, 17, 7, 47, 14, 28, 21, 27, 11, 42, 26, 5, 1, 24, 39, 41, 35, 12, 44, 49, 46, 45, 37, 50, 33, 48, 32, 25, 13, 36, 16, 19, 9, 22, 34, 4, 18, 31, 3, 43, 23, 20, 40, 2, 6, 30, 15, 10]",237,TRUE
Pa,50,5000,40,5,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22]","[20, 18, 1, 26, 37, 2, 23, 16, 13, 19, 25, 24, 22, 43, 29, 35, 30, 21, 50, 17, 10, 41, 32, 11, 31, 3, 7, 40, 9, 36, 5, 6, 42, 46, 27, 48, 14, 8, 39, 49, 28, 44, 33, 38, 15, 45, 4, 34, 47, 12, 20]",222,TRUE
Pa,50,5000,40,10,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22]","[47, 15, 45, 4, 38, 33, 34, 44, 28, 49, 39, 14, 8, 48, 27, 46, 42, 6, 36, 5, 26, 37, 2, 1, 9, 40, 12, 20, 18, 23, 13, 16, 19, 25, 24, 22, 43, 29, 35, 30, 21, 3, 31, 11, 41, 10, 17, 50, 32, 7, 47]",237,TRUE
Pa,50,5000,40,15,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22]","[46, 27, 48, 14, 8, 33, 38, 15, 4, 45, 47, 34, 44, 28, 39, 49, 40, 12, 20, 7, 32, 41, 10, 17, 50, 11, 31, 3, 21, 30, 35, 29, 43, 22, 24, 25, 19, 16, 13, 23, 18, 9, 1, 2, 37, 26, 5, 6, 36, 42, 46]",248,TRUE
Pa,50,5000,40,20,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22]","[46, 27, 48, 14, 8, 39, 49, 28, 44, 34, 33, 38, 15, 4, 45, 47, 41, 10, 17, 50, 32, 11, 31, 3, 21, 30, 35, 29, 43, 22, 24, 25, 19, 16, 13, 23, 18, 20, 7, 12, 40, 9, 1, 2, 37, 26, 5, 6, 36, 42, 46]",254,TRUE
Pa,50,5000,40,25,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22]","[41, 10, 17, 50, 32, 7, 31, 11, 21, 3, 30, 35, 29, 43, 22, 24, 25, 19, 16, 13, 23, 18, 20, 12, 40, 9, 1, 2, 37, 26, 5, 6, 36, 42, 46, 27, 48, 14, 8, 39, 49, 28, 44, 34, 33, 38, 15, 4, 45, 47, 41]",246,TRUE
Pa,50,5000,40,30,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22]","[41, 10, 17, 50, 32, 11, 31, 30, 23, 13, 16, 19, 25, 24, 22, 43, 29, 35, 21, 3, 7, 12, 20, 18, 1, 2, 37, 26, 5, 6, 42, 36, 9, 40, 49, 39, 8, 14, 46, 27, 48, 33, 38, 15, 4, 45, 34, 44, 28, 47, 41]",233,TRUE
Pa,50,5000,40,35,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22, 22]","[49, 39, 33, 38, 4, 15, 45, 47, 34, 44, 28, 8, 14, 48, 27, 46, 42, 36, 6, 5, 26, 37, 2, 1, 9, 40, 12, 20, 18, 23, 13, 16, 19, 25, 24, 22, 43, 29, 35, 30, 21, 3, 31, 11, 50, 17, 10, 41, 32, 7, 49]",229,TRUE
Pa,50,5000,40,40,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22, 22, 22]","[18, 1, 2, 37, 26, 5, 36, 6, 42, 49, 39, 8, 14, 46, 27, 48, 33, 38, 4, 45, 15, 47, 34, 44, 28, 40, 9, 12, 20, 7, 3, 30, 35, 21, 31, 11, 32, 41, 10, 17, 50, 22, 43, 29, 25, 24, 19, 16, 13, 23, 18]",233,TRUE
Pa,50,5000,40,45,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22, 22, 22, 22]","[47, 28, 44, 34, 45, 4, 15, 38, 33, 48, 27, 46, 14, 8, 39, 49, 42, 36, 6, 5, 26, 37, 2, 1, 9, 40, 12, 7, 20, 18, 23, 13, 16, 19, 25, 24, 43, 22, 29, 35, 30, 21, 3, 31, 11, 32, 50, 17, 10, 41, 47]",243,TRUE
Pa,50,5000,40,50,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","[47, 45, 15, 4, 38, 33, 34, 44, 28, 49, 39, 8, 14, 48, 27, 46, 42, 36, 6, 5, 26, 37, 2, 1, 9, 40, 12, 20, 18, 23, 13, 16, 19, 25, 24, 22, 43, 29, 35, 30, 21, 3, 7, 31, 11, 32, 50, 17, 10, 41, 47]",250,TRUE
Pa,50,5000,40,55,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","[47, 33, 38, 15, 4, 45, 34, 44, 28, 49, 39, 8, 14, 48, 27, 46, 42, 36, 6, 5, 26, 37, 2, 1, 9, 40, 12, 7, 3, 30, 35, 21, 31, 11, 32, 41, 10, 17, 50, 43, 22, 29, 24, 25, 19, 16, 13, 23, 18, 20, 47]",229,TRUE
Pa,50,5000,40,60,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","[35, 21, 31, 50, 17, 10, 41, 7, 12, 40, 9, 1, 37, 2, 26, 5, 6, 36, 42, 46, 27, 48, 14, 8, 49, 39, 33, 38, 15, 4, 45, 34, 44, 28, 47, 32, 11, 3, 29, 43, 22, 24, 25, 19, 16, 13, 23, 18, 20, 30, 35]",213,TRUE
Pa,50,5000,40,65,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","[42, 36, 6, 5, 26, 37, 2, 1, 18, 23, 13, 16, 19, 25, 24, 22, 43, 29, 35, 30, 21, 3, 31, 11, 50, 17, 10, 41, 32, 7, 20, 12, 9, 40, 28, 44, 34, 47, 45, 15, 4, 38, 33, 39, 49, 8, 14, 48, 27, 46, 42]",240,TRUE
Pa,50,5000,40,70,0,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(221, 513), (111, 518), (509, 296), (925, 672), (118, 660), (130, 733), (533, 405), (585, 871), (273, 602), (887, 20), (564, 260), (451, 496), (171, 252), (574, 886), (949, 670), (189, 218), (777, 58), (281, 455), (100, 179), (404, 408), (496, 269), (343, 26), (152, 327), (73, 74), (129, 149), (133, 602), (545, 954), (608, 689), (326, 119), (466, 272), (542, 285), (622, 271), (876, 983), (749, 672), (481, 230), (194, 701), (95, 577), (966, 947), (557, 801), (414, 626), (971, 102), (227, 873), (343, 56), (659, 703), (913, 632), (476, 958), (747, 542), (572, 927), (518, 780), (755, 101)]","[22, 10, 1, 18, 49, 42, 46, 23, 5, 6, 35, 21, 40, 36, 37, 9, 26, 13, 2, 14, 41, 47, 34, 28, 4, 44, 48, 27, 39, 19, 29, 43, 16, 20, 32, 7, 38, 24, 3, 11, 33, 45, 8, 17, 15, 25, 31, 50, 12, 30, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","[47, 34, 45, 4, 15, 38, 33, 44, 28, 49, 39, 8, 14, 48, 27, 46, 42, 36, 6, 5, 26, 37, 2, 1, 9, 40, 12, 7, 20, 18, 23, 13, 16, 19, 25, 24, 22, 43, 29, 35, 30, 21, 3, 31, 11, 32, 50, 17, 10, 41, 47]",251,TRUE
